gender,study_hours_per_day,social_media_hours_per_day,attendance_percentage,sleep_hours_per_day,parent_education_level,extra_curricular_activities,part_time_job,score
Female,0.2,5.4,29.3,5.0,None,Clubs,No,10.0
Male,9.4,5.3,16.7,8.2,Master,None,No,35.7
Other,1.5,4.1,37.9,7.9,Master,Arts,No,27.2
Male,9.6,3.4,35.4,8.1,High School,None,No,52.5
Female,7.4,0.4,13.2,6.2,Bachelor,Sports,Yes,44.2
Female,10.1,0.2,67.2,5.6,High School,Multiple,No,72.9
Other,1.2,2.9,50.9,8.6,Master,None,No,25.7
Female,6.7,2.7,72.1,8.6,Bachelor,None,No,64.3
Male,6.0,3.1,35.3,6.7,High School,Sports,No,31.7
Female,8.5,1.1,32.6,7.7,Bachelor,Multiple,No,56.0
Male,6.4,5.9,47.3,6.2,Bachelor,None,No,31.5
Male,6.5,6.9,87.7,8.2,Master,Sports,Yes,54.5
Female,5.2,7.5,4.0,9.0,High School,Multiple,No,23.8
Other,3.7,3.9,80.5,8.1,Bachelor,None,No,39.5
Female,5.8,5.6,36.9,7.1,High School,Sports,No,27.0
Male,1.4,6.8,85.5,6.8,Master,Clubs,No,33.0
Male,11.5,3.3,80.2,7.9,High School,Arts,No,71.7
Female,8.6,2.5,34.9,8.1,Bachelor,Clubs,No,53.2
Other,11.4,7.5,69.4,7.4,High School,None,Yes,54.4
Other,2.7,4.1,16.0,7.7,Bachelor,Multiple,No,21.4
Male,10.6,4.0,89.6,4.6,Master,Multiple,No,67.8
Male,9.7,1.4,40.4,9.7,Master,None,No,59.6
Other,8.1,0.9,45.6,8.7,Master,None,Yes,54.3
Female,7.5,6.7,70.6,6.2,Bachelor,Multiple,No,52.4
Male,3.8,4.9,82.1,7.4,Master,Arts,No,38.7
Male,9.8,2.6,23.6,4.3,Bachelor,Arts,Yes,50.6
Other,6.0,1.5,66.1,4.2,Master,Arts,No,45.9
Female,0.9,4.4,39.2,5.5,Bachelor,Clubs,Yes,10.0
Other,3.8,4.7,36.9,8.1,Bachelor,Clubs,No,22.9
Female,11.2,1.7,69.0,9.1,High School,None,No,66.9
Female,10.2,6.8,38.7,7.4,Bachelor,Sports,No,48.3
Female,11.8,0.7,34.6,7.2,High School,Multiple,No,71.8
Male,7.5,2.8,83.6,6.4,Master,Clubs,Yes,54.8
Other,3.0,5.4,10.1,5.0,Bachelor,Arts,No,10.0
Other,2.0,2.2,67.6,4.7,PhD,Multiple,No,34.8
Female,2.2,6.6,24.9,8.6,High School,Clubs,No,10.0
Male,0.2,5.9,1.5,9.6,High School,Sports,No,10.0
Male,4.7,6.3,16.7,6.7,Master,Clubs,No,24.2
Other,2.3,1.0,60.7,8.0,High School,Sports,Yes,34.0
Male,4.9,1.1,70.9,9.5,Bachelor,None,Yes,48.5
Male,11.2,2.3,2.1,4.5,Master,Sports,Yes,44.1
Female,5.2,4.1,3.6,8.6,Bachelor,Clubs,No,26.9
Male,10.5,6.0,90.3,7.7,High School,Multiple,No,79.0
Female,7.3,6.7,7.3,7.6,Master,Sports,No,27.3
Other,3.0,5.6,89.4,5.8,None,Sports,No,15.5
Male,4.3,7.4,22.8,8.1,Master,Arts,No,25.0
Other,1.0,5.9,74.0,8.8,High School,Clubs,No,27.5
Other,4.0,2.5,31.0,4.7,Bachelor,Clubs,Yes,11.2
Male,8.1,2.1,85.9,7.2,High School,Arts,No,63.6
Male,0.9,5.6,70.0,4.6,Bachelor,Arts,Yes,10.0
Other,2.5,1.5,40.2,9.2,None,Sports,No,20.6
Male,4.6,0.7,7.6,7.0,Master,Sports,No,34.2
Female,11.8,4.3,73.3,8.8,Bachelor,Sports,Yes,80.7
Female,9.4,6.6,61.7,6.2,High School,Multiple,No,46.7
Male,8.8,0.8,0.3,4.8,Bachelor,None,Yes,37.9
Other,1.4,6.3,0.9,4.2,Bachelor,Clubs,No,10.0
Male,9.4,6.5,80.9,5.7,High School,Sports,No,52.6
Male,9.4,3.9,25.9,5.5,None,Arts,No,29.5
Other,7.2,0.5,63.6,7.4,Bachelor,Sports,No,63.5
Other,11.9,1.4,45.4,4.1,High School,Sports,No,61.0
Female,3.9,5.7,86.3,7.1,High School,Sports,No,31.3
Other,11.3,5.7,91.7,6.4,High School,Clubs,Yes,70.3
Female,11.0,7.2,99.7,7.5,Bachelor,Sports,Yes,75.9
Other,0.1,4.7,15.4,8.2,Bachelor,Clubs,Yes,10.0
Male,5.4,1.0,86.3,7.8,High School,Arts,No,59.8
Female,11.7,1.0,26.6,9.9,PhD,Arts,No,69.6
Female,1.2,5.8,59.1,4.8,Master,Arts,No,15.7
Female,6.6,1.5,50.6,6.6,High School,Multiple,No,51.7
Male,11.7,2.6,1.8,6.5,High School,Sports,Yes,54.5
Male,6.7,3.9,93.3,6.5,PhD,Sports,Yes,60.7
Male,2.3,0.2,7.8,8.0,Bachelor,Multiple,No,12.3
Male,7.0,2.0,68.8,6.9,High School,None,Yes,35.7
Male,2.5,3.3,78.5,7.1,Bachelor,Clubs,No,43.4
Female,6.2,2.2,79.5,6.6,Master,None,No,52.9
Male,0.9,1.1,13.5,10.0,High School,Clubs,No,10.0
Female,7.3,5.8,44.8,9.6,Master,None,No,47.4
Male,6.2,6.5,82.9,5.8,Bachelor,Multiple,No,38.3
Other,8.9,2.1,30.3,4.7,Bachelor,Arts,No,46.3
Female,7.6,6.2,46.8,9.0,Master,Sports,Yes,45.6
Other,6.6,3.1,27.3,10.0,High School,None,No,29.1
Female,8.3,4.1,46.4,5.8,Bachelor,Sports,Yes,49.5
Other,1.7,6.8,88.8,6.1,Bachelor,Clubs,Yes,22.5
Male,7.1,6.0,45.5,9.6,Bachelor,Sports,No,38.5
Male,2.1,6.4,55.6,8.3,High School,Sports,No,20.5
Male,11.1,1.1,40.4,5.8,High School,Arts,Yes,61.1
Female,0.8,0.6,46.0,7.5,High School,Sports,Yes,15.3
Other,5.2,7.1,1.5,9.7,High School,None,Yes,10.0
Male,8.3,3.1,28.4,8.9,High School,None,No,45.8
Other,5.5,2.3,43.7,8.5,Bachelor,Clubs,No,39.6
Other,1.1,5.8,63.4,8.4,None,Multiple,Yes,23.5
Male,6.6,6.7,45.0,5.1,Bachelor,Sports,No,30.5
Male,7.7,6.9,33.8,8.9,High School,Clubs,No,38.8
Other,8.4,2.5,38.8,5.7,High School,None,No,41.5
Male,4.5,6.8,24.2,9.6,High School,Sports,No,10.0
Male,6.8,0.3,92.4,6.2,High School,Arts,No,62.5
Male,5.4,0.4,52.2,9.1,Bachelor,Sports,No,46.7
Female,8.1,5.0,1.3,5.6,High School,Arts,No,24.9
Other,7.0,0.5,1.9,7.1,PhD,Multiple,Yes,42.1
Other,6.3,2.6,97.3,4.6,PhD,Multiple,No,63.8
Female,3.0,5.4,22.1,8.0,Bachelor,None,No,10.0
Other,0.0,2.7,80.6,9.0,Master,Sports,Yes,34.6
Male,2.1,1.4,5.8,8.3,None,Multiple,Yes,10.0
Other,1.4,2.3,92.1,7.1,Bachelor,Sports,Yes,41.6
Male,5.4,3.7,87.4,4.3,Bachelor,Clubs,No,46.3
Female,7.3,3.8,57.1,9.6,High School,Sports,Yes,29.3
Male,2.6,6.3,0.9,8.2,High School,Sports,No,10.0
Other,11.3,6.0,25.8,8.5,High School,None,No,59.1
Other,0.1,3.7,40.7,8.8,Bachelor,Multiple,No,15.0
Other,9.3,6.8,46.0,8.5,Bachelor,Multiple,No,51.6
Female,7.5,0.9,29.8,6.6,High School,Sports,No,43.0
Female,4.5,2.0,3.3,8.4,Bachelor,Clubs,Yes,31.3
Other,0.6,6.6,59.0,7.8,Bachelor,Sports,No,14.6
Male,7.5,3.0,52.4,9.1,Master,None,Yes,52.2
Female,4.6,7.8,28.3,8.8,High School,Clubs,No,26.9
Other,11.2,3.7,3.8,4.2,Master,Arts,No,55.0
Other,6.5,6.3,99.5,6.3,Bachelor,Sports,No,53.6
Female,11.3,3.2,48.2,4.2,Bachelor,Sports,No,59.3
Female,2.6,3.4,75.6,4.6,Bachelor,Multiple,Yes,30.8
Female,8.7,3.1,45.2,7.6,Bachelor,Multiple,No,66.1
Male,7.4,5.8,4.3,9.2,High School,Clubs,No,30.8
Male,8.9,4.4,31.0,4.7,Bachelor,None,Yes,28.4
Other,2.6,7.6,32.0,6.7,PhD,Clubs,No,30.1
Female,8.0,2.0,83.8,9.5,Bachelor,Sports,No,61.5
Male,6.0,0.8,65.4,8.9,None,Multiple,No,56.3
Female,8.9,3.1,27.5,7.1,High School,None,No,44.6
Other,3.9,4.9,96.8,8.6,PhD,Sports,Yes,43.0
Male,10.7,6.9,32.2,7.1,High School,Sports,No,43.5
Male,1.0,2.8,99.8,4.9,None,Clubs,No,35.3
Male,9.7,5.2,99.6,4.7,High School,Clubs,Yes,55.7
Other,10.3,2.8,19.1,5.1,PhD,Sports,No,52.5
Female,9.8,4.9,31.3,6.1,High School,Arts,Yes,43.8
Male,6.2,7.1,48.6,9.6,Bachelor,Clubs,No,24.3
Other,5.3,1.9,66.4,8.8,Bachelor,None,Yes,45.1
Female,12.0,3.2,52.8,6.6,None,Clubs,No,67.7
Other,2.8,7.9,96.9,7.0,Master,Multiple,No,44.9
Female,6.6,6.9,72.4,5.6,Bachelor,None,No,32.9
Other,8.0,4.5,21.2,8.2,Bachelor,None,Yes,36.0
Female,8.4,4.1,10.5,8.8,Master,Sports,No,48.6
Male,2.4,2.3,68.8,5.4,PhD,None,No,31.6
Female,7.8,4.1,15.8,4.3,Bachelor,Arts,Yes,31.1
Other,9.8,6.8,78.8,7.7,High School,Clubs,No,56.5
Other,0.6,5.5,31.1,7.4,Master,Arts,No,16.7
Female,10.9,2.3,32.7,6.4,Bachelor,None,No,67.9
Male,0.4,1.6,1.1,7.9,PhD,Clubs,Yes,16.7
Male,4.3,2.1,70.1,7.3,PhD,Clubs,No,49.3
Female,0.2,1.4,11.3,5.5,High School,Multiple,Yes,10.0
Female,0.9,0.8,77.3,6.4,PhD,None,No,37.6
Other,10.9,3.4,49.2,6.6,High School,Clubs,Yes,59.4
Male,4.3,0.9,78.4,9.3,Bachelor,Multiple,No,39.3
Female,5.1,1.4,58.4,9.8,None,Arts,No,32.3
Male,2.6,4.4,8.2,9.4,Master,Sports,Yes,10.0
Female,7.2,1.3,76.6,8.3,Bachelor,None,No,63.9
Female,7.1,0.5,7.0,7.5,Bachelor,Multiple,No,41.3
Male,4.5,2.5,47.9,8.1,Master,Sports,Yes,39.8
Female,4.0,1.8,17.2,9.6,Bachelor,Multiple,No,35.6
Female,10.6,4.1,75.2,5.5,Bachelor,Clubs,No,63.8
Other,4.6,0.8,91.2,7.2,Master,Sports,No,53.9
Female,5.9,6.0,55.4,8.1,Bachelor,Arts,No,33.7
Female,3.4,7.2,52.7,8.1,PhD,None,No,30.9
Female,9.4,5.9,76.4,5.5,PhD,Sports,No,69.8
Other,4.8,4.3,0.5,7.5,High School,Clubs,No,16.4
Male,6.2,6.9,91.8,8.8,Bachelor,Clubs,No,40.0
Other,3.0,5.6,19.7,6.9,High School,Sports,No,21.2
Other,11.9,0.1,98.4,8.8,Bachelor,Clubs,No,100.0
Male,3.5,3.2,73.6,6.2,High School,Sports,No,39.7
Other,9.2,6.8,77.4,9.6,Master,Arts,No,56.7
Male,5.1,2.8,65.6,7.2,High School,Arts,Yes,41.4
Other,2.5,0.3,47.2,7.6,High School,Sports,Yes,33.8
Male,9.6,6.0,57.2,4.2,High School,Multiple,No,51.4
Female,4.0,6.4,4.6,5.0,High School,Clubs,Yes,10.0
Other,10.4,1.3,62.4,7.8,Bachelor,Arts,No,68.4
Other,11.0,4.3,62.6,6.5,High School,Arts,Yes,62.3
Other,10.3,1.5,89.1,7.0,High School,None,Yes,73.4
Other,0.4,5.8,50.6,4.4,None,Sports,Yes,10.0
Female,9.4,2.2,7.7,9.0,Master,Clubs,No,55.0
Other,4.9,2.5,30.6,8.7,Master,Multiple,Yes,34.7
Female,10.5,6.8,65.6,5.1,High School,Clubs,No,53.4
Female,7.7,3.8,23.9,7.8,Bachelor,Sports,No,47.2
Female,10.0,5.4,28.1,8.9,Bachelor,Sports,No,56.0
Female,6.0,3.2,82.0,7.8,High School,None,No,49.9
Male,6.4,2.4,58.4,5.9,Bachelor,None,No,44.3
Male,1.7,5.0,50.9,7.9,High School,Arts,No,22.9
Other,9.4,1.2,31.8,5.3,Master,Arts,No,59.0
Male,5.0,3.0,73.1,5.9,None,Sports,No,37.9
Male,6.0,1.7,28.8,5.4,PhD,Arts,No,40.9
Other,9.4,5.6,73.7,7.3,High School,Clubs,No,58.6
Other,7.2,7.6,7.0,4.6,Bachelor,Sports,No,33.7
Other,2.4,8.0,86.5,9.6,Master,Clubs,No,24.2
Male,7.1,3.6,50.0,6.0,None,Sports,No,48.1
Male,4.9,2.0,43.9,5.3,Bachelor,Arts,Yes,27.4
Other,5.6,3.5,61.1,7.0,High School,Clubs,No,46.3
Female,0.3,6.8,62.4,5.7,Bachelor,Arts,No,10.0
Other,2.5,1.6,13.2,7.2,High School,Multiple,No,23.9
Female,3.4,7.6,75.6,6.1,High School,None,No,21.6
Female,8.6,2.7,27.6,4.8,Bachelor,Arts,No,46.0
Other,0.1,7.9,90.5,5.6,Bachelor,Arts,No,10.3
Other,4.9,6.7,81.8,6.6,Bachelor,Clubs,No,43.9
Other,11.1,6.5,34.6,4.2,High School,Clubs,No,42.2
Male,1.3,2.5,80.8,8.6,High School,Clubs,No,34.2
Female,6.2,0.1,35.6,7.7,Bachelor,Clubs,No,49.7
Male,9.4,3.1,10.1,7.6,Bachelor,Sports,No,58.3
Male,11.3,2.4,96.2,7.3,High School,Sports,Yes,85.1
Other,9.0,0.3,65.3,7.5,High School,Arts,Yes,71.4
Male,8.6,4.0,45.6,9.6,High School,Arts,No,39.3
Other,9.9,3.2,39.8,4.1,High School,Multiple,No,49.1
Female,5.4,5.1,32.5,4.3,High School,None,No,22.4
Other,9.7,5.0,98.1,5.1,High School,Sports,Yes,65.4
Male,0.1,1.0,13.5,5.0,Bachelor,Arts,Yes,10.0
Male,11.1,7.8,31.5,5.1,Bachelor,Multiple,No,42.0
Other,5.3,1.5,48.5,8.0,High School,Multiple,Yes,38.2
Other,6.6,3.6,47.8,6.8,High School,Sports,Yes,44.7
Male,3.1,3.9,47.1,10.0,High School,None,Yes,17.1
Female,8.9,6.5,17.6,5.4,Bachelor,Sports,Yes,31.8
Female,0.9,0.8,14.5,5.9,Master,Sports,No,12.4
Other,10.5,3.4,25.5,9.9,Bachelor,Multiple,No,55.9
Female,9.9,5.0,91.5,9.0,Bachelor,Sports,Yes,64.2
Male,2.6,1.7,11.3,6.8,Master,Sports,Yes,18.5
Other,9.7,5.0,75.7,7.3,High School,Sports,No,64.5
Male,9.4,7.4,75.8,9.1,High School,Sports,No,42.6
Male,7.6,8.0,81.0,6.9,Bachelor,Clubs,No,47.4
Female,4.5,0.3,88.7,5.2,High School,None,No,57.2
Other,3.3,1.9,26.3,9.0,Bachelor,Sports,No,25.4
Other,2.8,2.5,22.5,7.2,Bachelor,Multiple,No,26.5
Female,3.8,3.2,46.6,4.9,Master,None,No,18.1
Male,10.8,1.9,26.5,7.0,High School,Clubs,No,59.8
Male,0.9,1.6,73.4,6.5,Bachelor,Sports,Yes,21.7
Male,9.9,7.6,63.6,9.3,Bachelor,Arts,Yes,44.2
Male,4.2,7.3,87.5,4.8,Master,None,Yes,31.6
Other,6.3,0.4,8.3,9.3,Master,Sports,No,29.7
Other,9.5,2.7,91.5,7.1,PhD,Arts,Yes,77.0
Female,10.6,3.2,29.3,6.4,None,Sports,Yes,47.1
Female,4.1,1.9,49.1,5.0,Bachelor,Arts,No,25.3
Other,5.5,5.0,43.9,8.2,High School,Sports,No,40.4
Other,5.0,5.1,76.0,9.6,High School,Clubs,Yes,26.9
Male,0.2,6.8,42.0,6.3,Master,Multiple,No,10.0
Male,3.6,5.9,94.4,5.4,PhD,None,Yes,30.7
Female,5.5,4.3,90.3,7.3,High School,Sports,No,52.6
Other,4.9,5.2,87.2,8.8,None,Clubs,Yes,40.9
Female,8.7,2.2,7.1,4.0,High School,Arts,No,36.2
Other,4.6,4.7,85.4,7.8,Master,None,Yes,41.3
Male,5.9,3.9,78.2,7.6,High School,Arts,No,47.7
Female,5.2,1.1,10.4,5.9,High School,Sports,Yes,23.7
Female,8.9,1.9,10.7,6.7,High School,None,Yes,41.3
Other,10.4,2.3,10.1,5.5,Bachelor,Multiple,Yes,51.4
Male,6.4,7.4,1.1,8.7,PhD,Clubs,Yes,28.2
Female,9.5,1.8,54.9,7.8,High School,Clubs,No,69.9
Male,3.6,2.3,97.3,7.2,Bachelor,Sports,No,57.6
Female,6.5,3.0,43.9,6.4,High School,None,No,41.4
Male,4.1,5.3,54.1,5.7,Bachelor,Multiple,No,30.8
Other,5.0,0.9,96.8,8.9,Bachelor,None,No,60.7
Female,8.8,7.6,25.5,6.7,High School,Sports,No,43.3
Female,10.6,6.9,85.8,7.0,High School,Sports,Yes,55.6
Male,1.5,4.6,54.6,7.1,Master,Arts,No,23.8
Male,7.6,5.4,56.9,6.7,None,Sports,Yes,41.9
Female,7.0,0.1,34.3,5.5,Bachelor,Sports,No,47.9
Other,1.4,2.7,56.2,4.7,High School,Multiple,No,18.7
Male,2.5,6.4,7.3,4.6,High School,Arts,No,10.0
Male,3.7,0.6,76.5,8.5,Bachelor,None,No,46.4
Male,2.0,2.3,28.5,5.3,Master,Clubs,No,21.5
Female,2.9,4.7,88.8,4.3,Bachelor,Sports,No,31.3
Female,3.2,2.1,36.8,8.8,None,Sports,No,28.8
Female,4.0,7.5,14.3,4.9,Bachelor,Arts,No,18.4
Female,9.0,1.0,69.6,7.8,Bachelor,Sports,No,69.7
Other,6.9,6.4,16.5,6.0,Bachelor,Sports,No,29.1
Other,11.8,4.1,75.4,4.8,Bachelor,Clubs,No,70.7
Female,5.0,6.0,96.8,6.5,None,Multiple,No,45.0
Other,9.0,2.5,78.0,4.1,Bachelor,Arts,No,61.6
Male,10.5,4.1,2.2,9.0,Bachelor,None,No,49.9
Male,8.1,6.9,60.0,7.1,High School,Sports,No,41.4
Male,4.9,3.7,69.5,4.8,Bachelor,Sports,No,36.7
Female,9.0,2.9,82.5,5.4,High School,Sports,No,53.8
Male,2.4,4.3,5.6,6.7,High School,Sports,Yes,10.0
Other,3.9,5.7,48.0,5.1,PhD,Arts,No,28.9
Female,6.6,3.5,53.5,5.6,High School,None,No,37.0
Other,6.9,7.5,16.9,7.2,High School,Sports,No,23.5
Male,0.3,2.4,32.2,9.0,Bachelor,Arts,Yes,10.6
Male,11.3,3.8,44.0,6.4,PhD,Sports,No,76.2
Male,8.4,6.1,83.3,8.3,PhD,Multiple,No,72.1
Female,5.9,5.5,92.9,9.3,Bachelor,Sports,No,43.1
Other,11.2,6.9,62.8,5.3,None,Multiple,No,51.3
Female,5.3,8.0,39.5,8.8,Master,Multiple,No,32.5
Female,11.8,3.4,25.4,8.5,Bachelor,Clubs,No,70.9
Male,6.1,0.9,98.2,6.1,High School,None,No,49.8
Female,1.4,0.2,98.3,9.9,Master,Multiple,No,39.5
Female,9.2,5.8,92.5,5.6,High School,None,No,58.0
Male,8.1,7.0,78.6,5.5,None,None,Yes,40.1
Female,9.3,1.8,32.6,8.6,Master,Sports,No,59.4
Male,11.4,1.3,81.7,6.6,Bachelor,None,No,77.7
Male,9.3,0.5,40.9,6.0,High School,None,No,58.3
Male,7.3,6.6,32.7,5.1,High School,Sports,No,26.2
Male,10.3,2.5,74.5,8.6,Bachelor,Sports,No,68.4
Female,8.1,3.2,8.0,8.7,High School,Clubs,Yes,37.0
Male,4.9,4.0,4.9,7.4,High School,None,Yes,19.3
Male,10.6,6.7,44.8,9.7,Bachelor,Arts,No,37.8
Female,2.7,5.2,44.6,5.9,Master,Multiple,No,23.0
Female,8.6,4.9,89.6,5.3,Bachelor,Sports,No,63.2
Other,10.6,1.4,12.6,8.1,Master,Arts,No,59.5
Female,8.8,4.1,12.3,8.6,Master,Multiple,No,47.5
Female,8.4,5.7,14.7,5.3,Bachelor,None,No,28.0
Other,9.0,7.8,3.0,4.5,High School,Sports,Yes,21.1
Female,5.6,1.6,7.2,8.9,Master,Multiple,No,35.9
Female,10.5,0.1,66.0,9.9,Bachelor,Multiple,No,78.6
Female,2.4,0.6,43.2,7.9,None,Arts,Yes,27.1
Female,1.5,3.0,76.4,5.7,High School,None,No,11.9
Other,3.4,6.6,99.3,10.0,Master,Multiple,Yes,36.8
Female,6.4,0.1,65.9,9.4,High School,None,Yes,53.5
Female,6.1,3.7,5.0,7.1,High School,Sports,No,32.5
Other,9.8,2.6,10.5,9.0,Bachelor,Sports,No,58.5
Male,4.9,0.4,88.1,8.9,Master,Sports,No,63.9
Other,5.8,3.6,52.7,9.6,Bachelor,Clubs,No,41.9
Male,0.2,2.0,82.5,9.0,High School,Clubs,Yes,31.1
Other,4.9,2.8,85.7,7.9,High School,Clubs,No,55.0
Other,7.8,5.6,92.8,7.7,Bachelor,None,No,61.7
Female,0.2,4.2,95.0,6.8,None,Arts,No,15.6
Male,3.4,1.0,55.5,7.8,Bachelor,Clubs,No,34.8
Female,2.5,7.7,34.1,8.8,High School,Sports,No,10.0
Male,0.5,5.1,96.2,9.8,Master,Multiple,No,13.2
Other,5.8,6.1,54.7,6.8,Bachelor,Clubs,No,34.9
Other,2.2,0.6,6.4,7.4,High School,Arts,No,25.7
Male,8.9,0.4,64.3,6.7,Master,None,No,59.7
Female,10.2,0.2,58.8,8.0,High School,Clubs,Yes,72.8
Female,6.5,1.5,89.6,7.8,High School,Multiple,No,65.6
Female,11.8,3.3,65.3,4.1,Master,Sports,Yes,69.5
Female,5.4,7.5,34.9,7.2,High School,Clubs,No,33.3
Other,6.2,3.7,96.6,4.5,Bachelor,Sports,No,51.5
Other,11.9,2.3,80.2,4.2,High School,Arts,No,80.3
Other,2.8,4.5,63.0,8.7,High School,Arts,No,28.7
Other,11.3,0.9,29.3,5.6,None,Clubs,No,58.4
Other,0.5,4.9,37.4,6.0,Bachelor,Multiple,No,11.0
Female,5.4,4.5,67.0,4.4,Bachelor,Sports,No,33.4
Female,0.8,6.3,7.2,5.1,High School,Sports,Yes,10.0
Female,8.8,7.9,25.7,8.6,High School,Clubs,No,41.9
Female,7.3,2.0,71.4,7.0,PhD,None,No,70.6
Other,8.5,4.1,48.0,9.3,PhD,Arts,No,51.4
Other,4.5,7.3,40.2,6.4,Bachelor,None,No,25.3
Other,4.4,6.3,15.1,5.6,Master,None,No,10.0
Male,0.5,3.9,44.2,6.1,Bachelor,Clubs,No,16.4
Female,4.2,7.6,77.1,8.3,High School,Clubs,Yes,21.0
Female,11.2,0.5,26.4,7.3,High School,None,No,58.8
Other,4.6,7.4,0.5,9.4,High School,Sports,Yes,10.0
Female,10.0,0.4,66.9,7.6,Master,None,Yes,73.7
Female,10.1,4.4,97.3,7.0,Bachelor,Sports,No,77.0
Other,4.5,7.1,60.7,8.7,Bachelor,None,Yes,32.1
Male,7.6,2.1,12.0,9.7,High School,Sports,No,37.3
Male,1.1,3.8,32.1,6.1,Bachelor,Clubs,No,12.4
Male,1.2,2.6,86.8,5.5,Master,Clubs,No,32.1
Other,0.6,7.6,23.3,7.7,Master,Sports,No,10.0
Female,7.0,6.6,60.8,7.0,None,Clubs,No,35.1
Other,5.1,5.7,40.3,9.9,Bachelor,Multiple,Yes,21.7
Other,6.6,4.7,20.8,6.8,None,Sports,No,31.7
